subID,year,year2018,age_2018,age_2018.c,age_engagement,rank,ave_rank,hours.btw,hours.wtn,hours.btw.c,hours.wtn.c,hours_cat
S251,2011,-7,15,-0.86,2,NA,184.25,5.953,NA,-0.471699867,NA,low
S251,2012,-6,15,-0.86,2,NA,184.25,5.953,NA,-0.471699867,NA,low
S251,2013,-5,15,-0.86,2,NA,184.25,5.953,NA,-0.471699867,NA,low
S251,2014,-4,15,-0.86,2,NA,184.25,5.953,NA,-0.471699867,NA,low
S251,2015,-3,15,-0.86,2,235,184.25,5.953,5.403,-0.471699867,-0.55,low
S251,2016,-2,15,-0.86,2,211,184.25,5.953,5.863,-0.471699867,-0.09,low
S251,2017,-1,15,-0.86,2,151,184.25,5.953,6.543,-0.471699867,0.59,low
S251,2018,0,15,-0.86,2,140,184.25,5.953,6.003,-0.471699867,0.05,low
S252,2010,-8,16,0.14,5,NA,157.8,6.911,NA,0.486300133,NA,high
S252,2011,-7,16,0.14,5,NA,157.8,6.911,NA,0.486300133,NA,high
S252,2012,-6,16,0.14,5,NA,157.8,6.911,NA,0.486300133,NA,high
S252,2013,-5,16,0.14,5,NA,157.8,6.911,NA,0.486300133,NA,high
S252,2014,-4,16,0.14,5,204,157.8,6.911,6.701,0.486300133,-0.21,high
S252,2015,-3,16,0.14,5,198,157.8,6.911,6.401,0.486300133,-0.51,high
S252,2016,-2,16,0.14,5,181,157.8,6.911,6.471,0.486300133,-0.44,high
S252,2017,-1,16,0.14,5,124,157.8,6.911,7.641,0.486300133,0.73,high
S252,2018,0,16,0.14,5,82,157.8,6.911,7.341,0.486300133,0.43,high
S253,2010,-8,15,-0.86,4,NA,109.5,6.79675,NA,0.372050133,NA,high
S253,2011,-7,15,-0.86,4,NA,109.5,6.79675,NA,0.372050133,NA,high
S253,2012,-6,15,-0.86,4,NA,109.5,6.79675,NA,0.372050133,NA,high
S253,2013,-5,15,-0.86,4,NA,109.5,6.79675,NA,0.372050133,NA,high
S253,2014,-4,15,-0.86,4,NA,109.5,6.79675,NA,0.372050133,NA,high
S253,2015,-3,15,-0.86,4,129,109.5,6.79675,6.40425,0.372050133,-0.3925,high
S253,2016,-2,15,-0.86,4,108,109.5,6.79675,7.02425,0.372050133,0.2275,high
S253,2017,-1,15,-0.86,4,91,109.5,6.79675,7.61425,0.372050133,0.8175,high
S253,2018,0,15,-0.86,4,110,109.5,6.79675,6.14425,0.372050133,-0.6525,high
S254,2010,-8,15,-0.86,1,NA,135.75,6.78625,NA,0.361550133,NA,high
S254,2011,-7,15,-0.86,1,NA,135.75,6.78625,NA,0.361550133,NA,high
S254,2012,-6,15,-0.86,1,NA,135.75,6.78625,NA,0.361550133,NA,high
S254,2013,-5,15,-0.86,1,NA,135.75,6.78625,NA,0.361550133,NA,high
S254,2014,-4,15,-0.86,1,NA,135.75,6.78625,NA,0.361550133,NA,high
S254,2015,-3,15,-0.86,1,167,135.75,6.78625,6.77625,0.361550133,-0.01,high
S254,2016,-2,15,-0.86,1,158,135.75,6.78625,6.37625,0.361550133,-0.41,high
S254,2017,-1,15,-0.86,1,147,135.75,6.78625,6.15625,0.361550133,-0.63,high
S254,2018,0,15,-0.86,1,71,135.75,6.78625,7.83625,0.361550133,1.05,high
S255,2010,-8,15,-0.86,2,NA,120,6.893,NA,0.468300133,NA,high
S255,2011,-7,15,-0.86,2,NA,120,6.893,NA,0.468300133,NA,high
S255,2012,-6,15,-0.86,2,NA,120,6.893,NA,0.468300133,NA,high
S255,2013,-5,15,-0.86,2,NA,120,6.893,NA,0.468300133,NA,high
S255,2014,-4,15,-0.86,2,NA,120,6.893,NA,0.468300133,NA,high
S255,2015,-3,15,-0.86,2,168,120,6.893,6.1105,0.468300133,-0.7825,high
S255,2016,-2,15,-0.86,2,130,120,6.893,6.6405,0.468300133,-0.2525,high
S255,2017,-1,15,-0.86,2,79,120,6.893,7.3705,0.468300133,0.4775,high
S255,2018,0,15,-0.86,2,103,120,6.893,7.4505,0.468300133,0.5575,high
S256,2010,-8,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2011,-7,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2012,-6,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2013,-5,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2014,-4,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2015,-3,14,-1.86,2,NA,118,6.712666666,NA,0.287966799,NA,high
S256,2016,-2,14,-1.86,2,152,118,6.712666666,6.249333333,0.287966799,-0.463333333,high
S256,2017,-1,14,-1.86,2,92,118,6.712666666,7.249333333,0.287966799,0.536666667,high
S256,2018,0,14,-1.86,2,110,118,6.712666666,6.639333333,0.287966799,-0.073333333,high
S257,2010,-8,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2011,-7,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2012,-6,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2013,-5,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2014,-4,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2015,-3,14,-1.86,3,NA,137.67,6.932666667,NA,0.5079668,NA,high
S257,2016,-2,14,-1.86,3,181,137.67,6.932666667,6.962666667,0.5079668,0.03,high
S257,2017,-1,14,-1.86,3,158,137.67,6.932666667,6.482666667,0.5079668,-0.45,high
S257,2018,0,14,-1.86,3,74,137.67,6.932666667,7.352666667,0.5079668,0.42,high
S259,2010,-8,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2011,-7,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2012,-6,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2013,-5,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2014,-4,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2015,-3,14,-1.86,2,NA,236.33,5.318333333,NA,-1.106366534,NA,lowest
S259,2016,-2,14,-1.86,2,292,236.33,5.318333333,4.655,-1.106366534,-0.663333333,lowest
S259,2017,-1,14,-1.86,2,236,236.33,5.318333333,5.835,-1.106366534,0.516666667,lowest
S259,2018,0,14,-1.86,2,181,236.33,5.318333333,5.465,-1.106366534,0.146666667,lowest
S261,2010,-8,15,-0.86,3,NA,123.75,6.8765,NA,0.451800133,NA,high
S261,2011,-7,15,-0.86,3,NA,123.75,6.8765,NA,0.451800133,NA,high
S261,2012,-6,15,-0.86,3,NA,123.75,6.8765,NA,0.451800133,NA,high
S261,2013,-5,15,-0.86,3,NA,123.75,6.8765,NA,0.451800133,NA,high
S261,2014,-4,15,-0.86,3,NA,123.75,6.8765,NA,0.451800133,NA,high
S261,2015,-3,15,-0.86,3,166,123.75,6.8765,6.389,0.451800133,-0.4875,high
S261,2016,-2,15,-0.86,3,131,123.75,6.8765,6.179,0.451800133,-0.6975,high
S261,2017,-1,15,-0.86,3,102,123.75,6.8765,7.239,0.451800133,0.3625,high
S261,2018,0,15,-0.86,3,96,123.75,6.8765,7.699,0.451800133,0.8225,high
S262,2010,-8,15,-0.86,2.5,NA,227,5.3175,NA,-1.107199867,NA,lowest
S262,2011,-7,15,-0.86,2.5,NA,227,5.3175,NA,-1.107199867,NA,lowest
S262,2012,-6,15,-0.86,2.5,NA,227,5.3175,NA,-1.107199867,NA,lowest
S262,2013,-5,15,-0.86,2.5,NA,227,5.3175,NA,-1.107199867,NA,lowest
S262,2014,-4,15,-0.86,2.5,NA,227,5.3175,NA,-1.107199867,NA,lowest
S262,2015,-3,15,-0.86,2.5,271,227,5.3175,4.87,-1.107199867,-0.4475,lowest
S262,2016,-2,15,-0.86,2.5,272,227,5.3175,4.68,-1.107199867,-0.6375,lowest
S262,2017,-1,15,-0.86,2.5,203,227,5.3175,6.01,-1.107199867,0.6925,lowest
S262,2018,0,15,-0.86,2.5,162,227,5.3175,5.71,-1.107199867,0.3925,lowest
